1	0	-29405	5.7	0	0
1	1	-1450.9	7.4	4652.5	-25.9
2	0	-3749.4	-16.5	0	0
2	1	5165	-12.124	-5181.6	-52.308
2	2	1452.3	-1.8187	-636.18	-19.399
3	0	3408	5.5	0	0
3	1	-7290.9	-18.065	-251.38	18.371
3	2	2393.9	6.0031	468.44	-2.1301
3	3	415.6	-9.4868	-429.6	0.39528
4	0	3950.6	-5.25	0	0
4	1	4479.8	-8.8544	1560	-0.5534
4	2	337.7	-23.087	-619.84	25.435
4	3	-647.16	10.877	417.7	7.5299
4	4	35.496	-3.7715	-258.61	-3.6975
5	0	-1845.1	-2.3625	0	0
5	1	3692.5	5.0833	484.95	0
5	2	1443.3	-4.6111	1600.8	19.213
5	3	-662.16	0.94124	-570.39	-2.8237
5	4	-335.44	2.8841	71.659	6.6556
5	5	9.4711	0.6314	69.384	0.21047
6	0	952.88	-7.2188	0	0
6	1	1238.2	-5.6709	-361.05	0
6	2	1089.4	5.9777	375.1	-23.911
6	3	-1210.5	12.952	526.04	-12.952
6	4	-197.54	-7.6396	-351.97	4.3655
6	5	31.412	0	20.709	0
6	6	-43.459	0.60452	45.742	0.67169
7	0	2161.1	-2.6813	0	0
7	1	-2720.5	-7.0939	-1826.7	21.282
7	2	-237.48	0	-489.44	17.376
7	3	1157	14.335	45.052	-16.383
7	4	195.11	1.2349	290.2	-2.4698
7	5	39.517	-3.0872	-13.584	-6.7919
7	6	-17.437	-1.9375	-65.874	0.24218
7	7	6.3431	0.51781	-1.1651	0.19418
8	0	1191.5	0	0	0
8	1	650.2	6.7031	563.06	-13.406
8	2	-987.05	-5.6082	-858.06	33.649
8	3	-20.71	16.568	530.17	-8.2839
8	4	-564.13	-2.6736	-312.81	13.368
8	5	226.91	5.9322	220.98	-4.4492
8	6	94.054	2.0596	24.715	-2.7461
8	7	-41.363	-0.25068	-17.297	1.2534
8	8	-0.18801	0.25068	1.7548	0
9	0	474.8	0	0	0
9	1	1070.2	0	-2981.2	0
9	2	315.09	0	1195.2	0
9	3	-124.47	0	813.23	0
9	4	-62.013	0	-287.52	0
9	5	-444.72	0	-212.25	0
9	6	19.138	0	135.7	0
9	7	66.295	0	3.0134	0
9	8	-24.031	0	-3.6176	0
9	9	-7.2477	0	5.8469	0
10	0	-342.81	0	0	0
10	1	-1508.4	0	827.17	0
10	2	-21.069	0	-42.138	0
10	3	280.98	0	595.01	0
10	4	-105.18	0	560.98	0
10	5	51.741	0	-635.67	0
10	6	-37.188	0	-4.132	0
10	7	38.082	0	-86.186	0
10	8	11.456	0	-27.821	0
10	9	-6.3715	0	-0.26548	0
10	10	-2.2558	0	-5.2239	0
11	0	1033.3	0	0	0
11	1	-652.94	0	0	0
11	2	-1022.6	0	1022.6	0
11	3	754.33	0	-196.78	0
11	4	-215.56	0	-95.806	0
11	5	47.527	0	95.054	0
11	6	-65.882	0	-18.824	0
11	7	-4.9604	0	-84.327	0
11	8	31.864	0	-36.416	0
11	9	-5.289	0	-26.445	0
11	10	0.54407	0	-5.4407	0
11	11	1.7979	0	-1.5079	0
12	0	-1320.4	0	0	0
12	1	-89.703	0	-1076.4	0
12	2	397.56	0	397.56	0
12	3	843.99	0	908.91	0
12	4	-584.3	0	-876.45	0
12	5	233.81	0	33.402	0
12	6	62.49	0	166.64	0
12	7	58.527	0	-23.411	0
12	8	-17.558	0	35.116	0
12	9	-12.772	0	5.1087	0
12	10	0.94325	0	-8.4892	0
12	11	-3.0596	0	0	0
12	12	-0.17033	0	0.28388	0
13	0	126.96	0	0	0
13	1	-1557.2	0	-1557.2	0
13	2	773.76	0	928.51	0
13	3	898.19	0	1796.4	0
13	4	-295.24	0	-393.65	0
13	5	556.7	0	-904.64	0
13	6	0	0	-45.155	0
13	7	213.71	0	80.141	0
13	8	0	0	-14.279	0
13	9	27.229	0	34.036	0
13	10	2.8388	0	14.194	0
13	11	5.0184	0	-4.0147	0
13	12	-1.4194	0	-1.1355	0
13	13	-0.2227	0	-0.33405	0
